Seção	Divisão	Grupo	Classe	Subclasse 2.3	Denominação	Até 200 m2	De 200 m2 a 400 m2	acima de 400 m2
				4789-0/04	Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação	Alto	Alto	Alto
				4789-0/05	Comércio varejista de produtos saneantes domissanitários	Médio	Médio	Alto
				4789-0/06	Comércio varejista de fogos de artifício e artigos pirotécnicos	Alto	Alto	Alto
				4789-0/07	Comércio varejista de equipamentos para escritório	Médio	Médio	Alto
				4789-0/08	Comércio varejista de artigos fotográficos e para filmagem	Médio	Médio	Alto
				4789-0/09	Comércio varejista de armas e munições	Alto	Alto	Alto
				4789-0/99	Comércio varejista de outros produtos não especificados anteriormente	Médio	Médio	Alto
		47.9			Comércio ambulante e outros tipos de comércio varejista			
			47.90-3		Comércio ambulante e outros tipos de comércio varejista			
H					TRANSPORTE, ARMAZENAGEM E CORREIO			
	49				TRANSPORTE TERRESTRE			
		49.1			Transporte ferroviário e metroferroviário			
			49.11-6		Transporte ferroviário de carga			
				4911-6/00	Transporte ferroviário de carga	Alto	Alto	Alto
			49.12-4		Transporte metroferroviário de passageiros			
				4912-4/01	Transporte ferroviário de passageiros intermunicipal e interestadual	Alto	Alto	Alto
				4912-4/02	Transporte ferroviário de passageiros municipal e em região metropolitana	Alto	Alto	Alto
				4912-4/03	Transporte metroviário	Alto	Alto	Alto
		49.2			Transporte rodoviário de passageiros			
			49.21-3		Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana			
				4921-3/01	Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal	Alto	Alto	Alto
				4921-3/02	Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana	Alto	Alto	Alto
			49.22-1		Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional			
				4922-1/01	Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana	Alto	Alto	Alto
				4922-1/02	Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual	Alto	Alto	Alto
				4922-1/03	Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional	Alto	Alto	Alto
			49.23-0		Transporte rodoviário de táxi			
				4923-0/01	Serviço de táxi	Alto	Alto	Alto
				4923-0/02	Serviço de transporte de passageiros - locação de automóveis com motorista	Baixo	Médio	Alto
			49.24-8		Transporte escolar			
				4924-8/00	Transporte escolar	Alto	Alto	Alto
			49.29-9		Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente			
				4929-9/01	Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal	Baixo	Médio	Alto
				4929-9/02	Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional	Baixo	Médio	Alto
				4929-9/03	Organização de excursões em veículos rodoviários próprios, municipal	Baixo	Médio	Alto
				4929-9/04	Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional	Baixo	Médio	Alto
				4929-9/99	Outros transportes rodoviários de passageiros não especificados anteriormente	Baixo	Médio	Alto
		49.3			Transporte rodoviário de carga			
			49.30-2		Transporte rodoviário de carga			
				4930-2/01	Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal	Baixo	Médio	Alto
				4930-2/02	Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional	Baixo	Médio	Alto
				4930-2/03	Transporte rodoviário de produtos perigosos	Alto	Alto	Alto
				4930-2/04	Transporte rodoviário de mudanças	Baixo	Médio	Alto
		49.4			Transporte dutoviário			
			49.40-0		Transporte dutoviário			
				4940-0/00	Transporte dutoviário	Alto	Alto	Alto
		49.5			Trens turísticos, teleféricos e similares			
			49.50-7		Trens turísticos, teleféricos e similares			
				4950-7/00	Trens turísticos, teleféricos e similares	Alto	Alto	Alto
	50				TRANSPORTE AQUAVIÁRIO			
		50.1			Transporte marítimo de cabotagem e longo curso			
			50.11-4		Transporte marítimo de cabotagem			
				5011-4/01	Transporte marítimo de cabotagem - Carga	Alto	Alto	Alto
				5011-4/02	Transporte marítimo de cabotagem - Passageiros	Alto	Alto	Alto
			50.12-2		Transporte marítimo de longo curso			
				5012-2/01	Transporte marítimo de longo curso - Carga	Alto	Alto	Alto
				5012-2/02	Transporte marítimo de longo curso - Passageiros	Alto	Alto	Alto
		50.2			Transporte por navegação interior			
			50.21-1		Transporte por navegação interior de carga			
				5021-1/01	Transporte por navegação interior de carga, municipal, exceto travessia	Alto	Alto	Alto
				5021-1/02	Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia	Alto	Alto	Alto
			50.22-0		Transporte por navegação interior de passageiros em linhas regulares			
				5022-0/01	Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia	Alto	Alto	Alto
				5022-0/02	Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia	Alto	Alto	Alto
		50.3			Navegação de apoio			
			50.30-1		Navegação de apoio			
				5030-1/01	Navegação de apoio marítimo	Médio	Médio	Alto
				5030-1/02	Navegação de apoio portuário	Médio	Médio	Alto
				5030-1/03	Serviço de rebocadores e empurradores	Médio	Médio	Alto
		50.9			Outros transportes aquaviários			
			50.91-2		Transporte por navegação de travessia			
				5091-2/01	Transporte por navegação de travessia, municipal	Alto	Alto	Alto
				5091-2/02	Transporte por navegação de travessia, intermunicipal, interestadual e internacional	Alto	Alto	Alto
			50.99-8		Transportes aquaviários não especificados anteriormente			
				5099-8/01	Transporte aquaviário para passeios turísticos	Alto	Alto	Alto
				5099-8/99	Outros transportes aquaviários não especificados anteriormente	Alto	Alto	Alto
	51				TRANSPORTE AÉREO			
		51.1			Transporte aéreo de passageiros			
			51.11-1		Transporte aéreo de passageiros regular			
				5111-1/00	Transporte aéreo de passageiros regular	Alto	Alto	Alto
			51.12-9		Transporte aéreo de passageiros não regular			
				5112-9/01	Serviço de táxi aéreo e locação de aeronaves com tripulação	Alto	Alto	Alto
				5112-9/99	Outros serviços de transporte aéreo de passageiros não regular	Alto	Alto	Alto
		51.2			Transporte aéreo de carga			
			51.20-0		Transporte aéreo de carga			
				5120-0/00	Transporte aéreo de carga	Alto	Alto	Alto
		51.3			Transporte espacial			
			51.30-7		Transporte espacial			
				5130-7/00	Transporte espacial	Alto	Alto	Alto
	52				ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES			
		52.1			Armazenamento, carga e descarga			
			52.11-7		Armazenamento			
				5211-7/01	Armazéns gerais - emissão de warrant	Médio	Médio	Alto
				5211-7/02	Guarda-móveis	Médio	Médio	Alto
				5211-7/99	Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis	Médio	Médio	Alto
			52.12-5		Carga e descarga			
				5212-5/00	Carga e descarga	Baixo	Médio	Alto
		52.2			Atividades auxiliares dos transportes terrestres			
			52.21-4		Concessionárias de rodovias, pontes, túneis e serviços relacionados			
				5221-4/00	Concessionárias de rodovias, pontes, túneis e serviços relacionados	Médio	Médio	Alto
			52.22-2		Terminais rodoviários e ferroviários			
				5222-2/00	Terminais rodoviários e ferroviários	Médio	Médio	Alto
			52.23-1		Estacionamento de veículos			
				5223-1/00	Estacionamento de veículos	Médio	Médio	Alto
			52.29-0		Atividades auxiliares dos transportes terrestres não especificadas anteriormente			
				5229-0/01	Serviços de apoio ao transporte por táxi, inclusive centrais de chamada	Baixo	Médio	Alto
				5229-0/02	Serviços de reboque de veículos	Baixo	Médio	Alto
				5229-0/99	Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente	Baixo	Médio	Alto
		52.3			Atividades auxiliares dos transportes aquaviários			
			52.31-1		Gestão de portos e terminais			
				5231-1/01	Administração da infraestrutura portuária	Médio	Médio	Alto
				5231-1/02	Atividades do Operador Portuário	Médio	Médio	Alto
				5231-1/03	Gestão de terminais aquaviários	Médio	Médio	Alto
			52.32-0		Atividades de agenciamento marítimo			
				5232-0/00	Atividades de agenciamento marítimo	Baixo	Médio	Alto
			52.39-7		Atividades auxiliares dos transportes aquaviários não especificadas anteriormente			
				5239-7/01	Serviços de praticagem	Baixo	Médio	Alto
				5239-7/99	Atividades auxiliares dos transportes aquaviários não especificadas anteriormente	Baixo	Médio	Alto
		52.4			Atividades auxiliares dos transportes aéreos			
			52.40-1		Atividades auxiliares dos transportes aéreos			
				5240-1/01	Operação dos aeroportos e campos de aterrissagem	Médio	Médio	Alto
				5240-1/99	Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem	Baixo	Médio	Alto
		52.5			Atividades relacionadas à organização do transporte de carga			
			52.50-8		Atividades relacionadas à organização do transporte de carga			
				5250-8/01	Comissaria de despachos	Médio	Médio	Alto
				5250-8/02	Atividades de despachantes aduaneiros	Baixo	Médio	Alto
				5250-8/03	Agenciamento de cargas, exceto para o transporte marítimo	Baixo	Médio	Alto
				5250-8/04	Organização logística do transporte de carga	Baixo	Médio	Alto
				5250-8/05	Operador de transporte multimodal - OTM	Baixo	Médio	Alto
	53				CORREIO E OUTRAS ATIVIDADES DE ENTREGA			
		53.1			Atividades de Correio			
			53.10-5		Atividades de Correio			
				5310-5/01	Atividades do Correio Nacional	Médio	Médio	Alto
				5310-5/02	Atividades de franqueadas e permissionárias do Correio Nacional	Baixo	Médio	Alto
		53.2			Atividades de malote e de entrega			
			53.20-2		Atividades de malote e de entrega			
				5320-2/01	Serviços de malote não realizados pelo Correio Nacional	Baixo	Médio	Alto
				5320-2/02	Serviços de entrega rápida	Baixo	Médio	Alto
I					ALOJAMENTO E ALIMENTAÇÃO			
	55				ALOJAMENTO			
		55.1			Hotéis e similares			
			55.10-8		Hotéis e similares			
				5510-8/01	Hotéis	Alto	Alto	Alto
				5510-8/02	Apart-hotéis	Alto	Alto	Alto
				5510-8/03	Motéis	Alto	Alto	Alto
		55.9			Outros tipos de alojamento não especificados anteriormente			
			55.90-6		Outros tipos de alojamento não especificados anteriormente			
				5590-6/01	Albergues, exceto assistenciais	Alto	Alto	Alto
				5590-6/02	Campings	Alto	Alto	Alto
				5590-6/03	Pensões (alojamento)	Alto	Alto	Alto
				5590-6/99	Outros alojamentos não especificados anteriormente	Alto	Alto	Alto
	56				ALIMENTAÇÃO			
		56.1			Restaurantes e outros serviços de alimentação e bebidas			
			56.11-2		Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas			
				5611-2/01	Restaurantes e similares	Alto	Alto	Alto
								
				5611-2/03	Lanchonetes, casas de chá, de sucos e similares	Médio	Médio	Alto
				5611-2/04	Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento	Médio	Médio	Alto
				5611-2/05	Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento	Alto	Alto	Alto
			56.12-1		Serviços ambulantes de alimentação			
				5612-1/00	Serviços ambulantes de alimentação	Baixo	Médio	Alto
		56.2			Serviços de catering, bufê e outros serviços de comida preparada			
			56.20-1		Serviços de catering, bufê e outros serviços de comida preparada			
				5620-1/01	Fornecimento de alimentos preparados preponderantemente para empresas	Baixo	Médio	Alto
				5620-1/02	Serviços de alimentação para eventos e recepções - bufê	Baixo	Médio	Alto
				5620-1/03	Cantinas - serviços de alimentação privativos	Médio	Médio	Alto
				5620-1/04	Fornecimento de alimentos preparados preponderantemente para consumo domiciliar	Baixo	Médio	Alto
J					INFORMAÇÃO E COMUNICAÇÃO			
	58				EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO			
		58.1			Edição de livros, jornais, revistas e outras atividades de edição			
			58.11-5		Edição de livros			
				5811-5/00	Edição de livros	Baixo	Médio	Alto
			58.12-3		Edição de jornais			
				5812-3/01	Edição de jornais diários	Baixo	Médio	Alto
				5812-3/02	Edição de jornais não diários	Baixo	Médio	Alto
			58.13-1		Edição de revistas			
				5813-1/00	Edição de revistas	Baixo	Médio	Alto
			58.19-1		Edição de cadastros, listas e outros produtos gráficos			
				5819-1/00	Edição de cadastros, listas e outros produtos gráficos	Baixo	Médio	Alto
		58.2			Edição integrada à impressão de livros, jornais, revistas e outras publicações			
